run_id,composite_score
RUN-000000,2.1651862174692296
RUN-000001,-0.3870476596645289
RUN-000002,-0.7811263433556439
RUN-000003,-0.4284241681406271
RUN-000004,-0.2409174508677346
RUN-000005,-0.4968171864679203
RUN-000006,1.0750213982189816
RUN-000007,0.0766628321552584
RUN-000008,-2.042116860162157
RUN-000009,-0.5748406545250004
RUN-000010,0.17410940793100899
RUN-000011,1.5086058730885739
RUN-000012,-0.07563290322564152
RUN-000013,-1.4383249471718942
RUN-000014,0.494404467810223
RUN-000015,1.993297935321763
RUN-000016,0.8685567225871007
RUN-000017,0.6790771049767479
RUN-000018,-1.2227389902212933
RUN-000019,-0.6879793912403656
RUN-000020,-0.018185567956695427
RUN-000021,0.38752851110687014
RUN-000022,0.7132812965071159
RUN-000023,0.6187821537874296
RUN-000024,0.74294167811078
RUN-000025,1.2235953172583474
RUN-000026,-0.7431159696246606
RUN-000027,-2.9789274210566754
RUN-000028,1.63639488375549
RUN-000029,-0.41558210851295274
RUN-000030,-3.787863566620592
RUN-000031,-0.6783617031594905
RUN-000032,0.6978444300839473
RUN-000033,-1.2173639647830936
RUN-000034,-1.0385728903939637
RUN-000035,0.22874305721594393
RUN-000036,0.6301076510258096
RUN-000037,1.0032384478863692
RUN-000038,-1.8905024945834525
RUN-000039,0.029342113943237203
RUN-000040,-0.5913075349456641
RUN-000041,-0.1662688650771238
RUN-000042,0.40701919830779915
RUN-000043,1.0465958019466457
RUN-000044,-0.8253351842422946
RUN-000045,1.9887205721484353
RUN-000046,1.9081970713535825
RUN-000047,-0.9396490483603714
RUN-000048,0.6772622801349141
RUN-000049,-1.6957022870835359
RUN-000050,0.9822240849612518
RUN-000051,-1.328249818522048
RUN-000052,-0.6706713639856736
RUN-000053,-2.245297656433673
RUN-000054,-0.3261457026882369
RUN-000055,-0.3722202666548939
RUN-000056,-1.7254059081032682
RUN-000057,0.1982435976977163
RUN-000058,-0.9165103071720795
RUN-000059,1.4825791470369445
RUN-000060,1.5546540665015312
RUN-000061,0.7795754327740053
RUN-000062,-1.2856042618372183
RUN-000063,1.0922941168742288
RUN-000064,0.8335032476643544
RUN-000065,-0.2821065243505661
RUN-000066,-1.437949093941879
RUN-000067,-2.2237571729737042
RUN-000068,-0.5096508828421891
RUN-000069,-0.3440496311408301
RUN-000070,-0.25655286873275956
RUN-000071,1.3017531939318343
RUN-000072,0.5282612654965397
RUN-000073,-0.38019717958249644
RUN-000074,1.650553964862912
RUN-000075,-1.4199203173238222
RUN-000076,1.1609172473954763
RUN-000077,-0.7664113394757088
RUN-000078,-2.43905464468357
RUN-000079,-0.8419634216644877
RUN-000080,-1.2199185573942213
RUN-000081,0.4421328943887802
RUN-000082,-0.6808617473889067
RUN-000083,-0.23296922390569458
RUN-000084,0.10480195355338383
RUN-000085,-0.6860408945706996
RUN-000086,0.18498237606788295
RUN-000087,1.4357049231167203
RUN-000088,-1.3884822145013676
RUN-000089,-0.6997989909610901
RUN-000090,0.8153405164239931
RUN-000091,-1.219392756117653
RUN-000092,0.6170859682669468
RUN-000093,1.1877569295485542
RUN-000094,2.0970889545302156
RUN-000095,0.9921102502751292
RUN-000096,0.8790337331256284
RUN-000097,0.6112605177565784
RUN-000098,0.05595672627022691
RUN-000099,1.376843773184783
RUN-000100,-0.6292619500942727
RUN-000101,-0.2489013174283734
RUN-000102,1.0529281101179198
RUN-000103,-1.5050689428599142
RUN-000104,0.6553442501701222
RUN-000105,1.3389085863771466
RUN-000106,-1.7474782556892325
RUN-000107,-1.2051136413403438
RUN-000108,0.01809737947723418
RUN-000109,0.6098381267371478
RUN-000110,0.36986691552671874
RUN-000111,0.26292856811744497
RUN-000112,-0.06383722708493418
RUN-000113,-0.20526610769523132
RUN-000114,-0.8290068075477393
RUN-000115,-0.05553298094286137
RUN-000116,0.11529464168437334
RUN-000117,-2.0474493585091236
RUN-000118,-0.8766969113763136
RUN-000119,-0.5269580955042402
RUN-000120,1.0554243031719606
RUN-000121,-1.314207199955227
RUN-000122,0.7621190643224931
RUN-000123,-1.3453535780130939
RUN-000124,-0.0006790888148967963
RUN-000125,-0.42807545220827836
RUN-000126,1.2195045565644176
RUN-000127,-0.5673625070169692
RUN-000128,1.27503227441489
RUN-000129,0.07063703848666769
RUN-000130,0.12997967373960334
RUN-000131,1.5371347190482068
RUN-000132,-1.734395783835084
RUN-000133,0.2211460905759178
RUN-000134,-0.9487240716149623
RUN-000135,-1.4668077524519911
RUN-000136,-0.0792122581353049
RUN-000137,0.2816840446893307
RUN-000138,-0.41595208752548135
RUN-000139,0.2259952756088066
RUN-000140,1.5487000022343107
RUN-000141,0.5600035906590706
RUN-000142,-1.0235009019356882
RUN-000143,0.2761784276482013
RUN-000144,1.2128568596794713
RUN-000145,-0.3551585106728943
RUN-000146,1.1397408889195044
RUN-000147,-1.4172310350135426
RUN-000148,-1.1105297970842956
RUN-000149,0.7329284145635905
RUN-000150,0.27613552604229646
RUN-000151,-1.4048050235045382
RUN-000152,1.5100919840016707
RUN-000153,-0.7043872718415202
RUN-000154,0.008166568221445271
RUN-000155,-0.280249020724961
RUN-000156,1.5347551579739496
RUN-000157,-0.06741696691524753
RUN-000158,-0.7898624757826258
RUN-000159,-1.6932590196536386
RUN-000160,0.44017152696870715
RUN-000161,-0.26265431514690507
RUN-000162,-0.6498405018043165
RUN-000163,0.3350898811307736
RUN-000164,-1.3413307449927976
RUN-000165,-0.22491838742472872
RUN-000166,0.5670237442439011
RUN-000167,-0.5161351142048507
RUN-000168,0.6799313144649602
RUN-000169,-0.5613969456481122
RUN-000170,1.9155348637064833
RUN-000171,-0.8996646653732674
RUN-000172,-0.9836724732782272
RUN-000173,0.9871893987513599
RUN-000174,0.24191514740954023
RUN-000175,0.18214233205757743
RUN-000176,0.024630624472908237
RUN-000177,0.571773835740586
RUN-000178,1.2671146907557507
RUN-000179,-1.3407232380275529
RUN-000180,0.7737732944136135
RUN-000181,0.3167808542677731
RUN-000182,-1.1317292811787913
RUN-000183,0.23371776732391952
RUN-000184,-0.2768761585286262
RUN-000185,0.9232150943314648
RUN-000186,0.35587927805349895
RUN-000187,-1.2206690511976712
RUN-000188,1.1174056914109125
RUN-000189,-0.04633458578695647
RUN-000190,-0.12547077694396774
RUN-000191,1.331086568328449
RUN-000192,-1.0639768329111068
RUN-000193,-0.4407203985843024
RUN-000194,-0.6630664032870144
RUN-000195,0.7743591350204116
RUN-000196,-0.36076076505407345
RUN-000197,-0.23878591184974138
RUN-000198,0.7114965715913975
RUN-000199,1.2273007649470316
RUN-000200,1.0364889181583288
RUN-000201,-0.4930695900124031
RUN-000202,0.626649374165482
RUN-000203,0.4393539623490045
RUN-000204,0.13553448816921673
RUN-000205,1.547891275614654
RUN-000206,1.1128116875737024
RUN-000207,-0.5229493696747952
RUN-000208,0.09691868655821864
RUN-000209,-0.10003602529412932
RUN-000210,0.7230494634843707
RUN-000211,-0.7197980199071922
RUN-000212,0.8807643030359555
RUN-000213,0.3788016936983287
RUN-000214,-0.23813437023626582
RUN-000215,-1.7675157662503722
RUN-000216,-1.2779756683270727
RUN-000217,0.8522241331936308
RUN-000218,0.9279001476512252
RUN-000219,1.0328128494575382
RUN-000220,-0.2529141508725178
RUN-000221,-0.24845529750143808
RUN-000222,-0.9436332612442346
RUN-000223,-0.4467803140998022
RUN-000224,-0.6359371451275037
RUN-000225,-2.580882228063693
RUN-000226,-0.11274728439107412
RUN-000227,-0.5237259023947995
RUN-000228,1.5365318519003257
RUN-000229,0.11027422018692634
RUN-000230,-0.1727677424450503
RUN-000231,-0.4889597938556655
RUN-000232,0.04012472518329052
RUN-000233,1.5456899614836213
RUN-000234,1.4244442201160186
RUN-000235,0.6561001023537129
RUN-000236,0.8608087823194098
RUN-000237,0.5359287819918098
RUN-000238,-0.15382528200444495
RUN-000239,0.5437722542954516
RUN-000240,-1.228569692702304
RUN-000241,-1.0795214375030802
RUN-000242,-0.9761988739832556
