run_id,composite_score
RUN-000000,1.9073030067058145
RUN-000001,1.4865800542513965
RUN-000002,0.20078539561160558
RUN-000003,1.1296672161956325
RUN-000004,-0.4991662910705294
RUN-000005,-1.0643371192667406
RUN-000006,-1.529556584229856
RUN-000007,-1.0896711761098206
RUN-000008,1.8355134925309622
RUN-000009,0.800877186392293
RUN-000010,0.7990824095296346
RUN-000011,0.5572030107370729
RUN-000012,-0.33781763505753604
RUN-000013,0.4403466672293666
RUN-000014,0.22232093801666225
RUN-000015,-2.5292389722081214
RUN-000016,0.7274492372063843
RUN-000017,-1.4743724370474027
RUN-000018,0.46355711692064344
RUN-000019,0.2945883077285604
RUN-000020,-0.21894107277455113
RUN-000021,0.1756516093507923
RUN-000022,0.14865973467165053
RUN-000023,-1.1761832216708625
RUN-000024,0.8410618049308809
RUN-000025,0.4343572836623095
RUN-000026,0.7802318055094732
RUN-000027,0.30952169486926867
RUN-000028,0.1806383533979922
RUN-000029,-0.8345434204641549
RUN-000030,-0.31638149186650916
RUN-000031,-0.3584420018691962
RUN-000032,0.5328822729665607
RUN-000033,0.10065203485360782
RUN-000034,0.5014824581806998
RUN-000035,-1.5857947782749697
RUN-000036,0.32705067939250243
RUN-000037,1.4944440470316906
RUN-000038,-1.0493115186225708
RUN-000039,0.8501747460229583
RUN-000040,1.0339802809105154
RUN-000041,1.9906170146405648
RUN-000042,-1.2076131225267175
RUN-000043,-0.6713886699792666
RUN-000044,0.5400431359707252
RUN-000045,-1.166864745596793
RUN-000046,-0.6422355082944108
RUN-000047,0.594109518428767
RUN-000048,0.22365107324586947
RUN-000049,-0.6405838188194448
RUN-000050,0.2422694319881975
RUN-000051,-0.19627446878347213
RUN-000052,0.5785978969074628
RUN-000053,-0.6851054873964915
RUN-000054,0.47862810983741827
RUN-000055,1.7160775585201224
RUN-000056,0.5591318382780736
RUN-000057,-0.02029556939388825
RUN-000058,1.6548642548939094
RUN-000059,-0.7335743761452451
RUN-000060,-0.16381291388524039
RUN-000061,1.064900495236656
RUN-000062,0.048234436742175264
RUN-000063,-0.30637710518761524
RUN-000064,1.11514870685794
RUN-000065,1.3183527105537451
RUN-000066,0.897409704809195
RUN-000067,-0.7699607716051045
RUN-000068,0.10573064848168881
RUN-000069,0.835148013181673
RUN-000070,-1.6621106567380122
RUN-000071,-0.9740364450675936
RUN-000072,1.4292931906639956
RUN-000073,-3.1678351260412763
RUN-000074,-0.022473059693822312
RUN-000075,-0.9853134342070735
RUN-000076,0.9812017037875799
RUN-000077,1.5395459109815868
RUN-000078,-2.1595861245126278
RUN-000079,-1.1479153874743397
RUN-000080,-0.7698699859241243
RUN-000081,-0.7277655994701865
RUN-000082,0.5525521031500558
RUN-000083,1.3674844425147832
RUN-000084,-2.1890225926495597
RUN-000085,1.9323924685202056
RUN-000086,0.9669561544020309
RUN-000087,0.16956214495934815
RUN-000088,-0.10617414770482993
RUN-000089,2.051281767922794
RUN-000090,0.9696141680732762
RUN-000091,0.8153607073937776
RUN-000092,-0.27121300014537153
RUN-000093,0.7454455814895917
RUN-000094,-3.1908023267992562
RUN-000095,-0.7922373543224583
RUN-000096,0.11420622439419645
RUN-000097,-1.0429083816820988
RUN-000098,0.25055532383131
RUN-000099,0.7231697103403951
RUN-000100,-0.40539923788780313
RUN-000101,-0.36703431213376375
